partition_id	label	n_elements	n_subsets	vi_entropy	constrained_probability	unconstrained_probability	support
32	33	59	10	2.95716238946137	0.004256518434291449	9.616105031594623e-06	9.616105031594623e-06
33	34	59	11	3.0910629747137452	0.004245098487383592	9.590305681582067e-06	9.590305681582067e-06
34	35	59	11	3.118782839517131	0.003974609210137184	8.979230376711561e-06	8.979230376711561e-06
35	36	59	10	2.9886588394600775	0.00397001380903528	8.968848685585262e-06	8.968848685585262e-06
36	37	59	10	3.016378704263462	0.0037101525807427655	8.381783716062587e-06	8.381783716062587e-06
37	38	59	13	3.3328397134538124	0.003690239095180368	8.33679620533775e-06	8.33679620533775e-06
38	39	59	12	3.2304355782001437	0.003444877735640261	7.78248858504777e-06	7.78248858504777e-06
39	40	59	9	2.879364245973524	0.0033169489180144562	7.4934784548561855e-06	7.4934784548561855e-06
40	41	59	12	3.253941034944429	0.0031885502057737705	7.203406763193593e-06	7.203406763193593e-06
41	42	59	12	3.253941034944429	0.0031885502057737705	7.203406763193593e-06	7.203406763193593e-06
42	43	59	13	3.387841620196804	0.00317977119784574	7.183573685148156e-06	7.183573685148156e-06
43	44	59	13	3.4155614850001896	0.002976919906258462	6.725302599092682e-06	6.725302599092682e-06
44	45	59	12	3.2854374849431363	0.002973916280260091	6.718516963479482e-06	6.718516963479482e-06
45	46	59	12	3.2124430516273677	0.0029092050684895025	6.572324759988809e-06	6.572324759988809e-06
46	47	59	13	3.2193307119081584	0.0028555494322341783	6.4511087376143816e-06	6.4511087376143816e-06
47	48	59	12	3.313157349746521	0.0027790260880871487	6.27823117910119e-06	6.27823117910119e-06
48	49	59	11	3.0688588380339628	0.0027664890784336125	6.2499082190408544e-06	6.2499082190408544e-06
49	50	59	11	3.110038916373699	0.0027156555951277413	6.135067857807357e-06	6.135067857807357e-06
50	51	59	13	3.3200450100273127	0.0026494535571463733	5.985507657290941e-06	5.985507657290941e-06
51	52	59	12	3.2377610613447136	0.002628331817117452	5.937790520926195e-06	5.937790520926195e-06
52	53	59	12	3.2302078909540697	0.002614549673672571	5.9066546193736994e-06	5.9066546193736994e-06
53	54	59	12	3.2302078909540697	0.002614549673672571	5.9066546193736994e-06	5.9066546193736994e-06
54	55	59	10	2.966454702780295	0.0025823796442247626	5.833977762262633e-06	5.833977762262633e-06
55	56	59	11	3.176142891456583	0.002485713711826497	5.615595116147421e-06	5.615595116147421e-06
56	57	59	12	3.217640874773644	0.0024732947331731255	5.587538805582932e-06	5.587538805582932e-06
57	58	59	13	3.274332618651151	0.002460109144831324	5.557750610287769e-06	5.557750610287769e-06
58	59	59	11	3.127803755700402	0.0024406036298207255	5.513684765411784e-06	5.513684765411784e-06
59	60	59	11	3.127803755700402	0.0024406036298207255	5.513684765411784e-06	5.513684765411784e-06
60	61	59	13	3.3020524834545357	0.002303768006374967	5.2045528428251074e-06	5.2045528428251074e-06
61	62	59	12	3.204843373395051	0.002277207283237734	5.14454823874655e-06	5.14454823874655e-06
62	63	59	10	3.024249779631431	0.0022721196834183137	5.1330545978807825e-06	5.1330545978807825e-06
63	64	59	10	3.024249779631431	0.0022721196834183137	5.1330545978807825e-06	5.1330545978807825e-06
64	65	59	11	3.1581503648838063	0.0022660506072385432	5.119343656676051e-06	5.119343656676051e-06
65	66	59	11	3.1024392381413834	0.002125704635596921	4.802281338046226e-06	4.802281338046226e-06
66	67	59	11	3.185870229687192	0.002121662674475544	4.793149949735146e-06	4.793149949735146e-06
67	68	59	10	3.0557462296301385	0.0021191858343411344	4.787554401343515e-06	4.787554401343515e-06
68	69	59	12	3.237761061344714	0.0020519558195579305	4.635671849109587e-06	4.635671849109587e-06
69	70	59	11	3.1045696960917697	0.0019819105010589816	4.477429109167239e-06	4.477429109167239e-06
70	71	59	11	3.1045696960917697	0.0019819105010589816	4.477429109167239e-06	4.477429109167239e-06
71	72	59	10	3.0834660944335233	0.0019804731987804664	4.474182030625066e-06	4.474182030625066e-06
72	73	59	12	3.238470281344144	0.0019765001615692276	4.465206351626493e-06	4.465206351626493e-06
73	74	59	12	3.2661901461475296	0.001850411386020048	4.180353148779293e-06	4.180353148779293e-06
74	75	59	11	3.136066146090476	0.0018485031297235414	4.176042115417713e-06	4.176042115417713e-06
75	76	59	11	3.0630717127747076	0.0018083034434604518	4.085225075315461e-06	4.085225075315461e-06
76	77	59	11	3.1117287535082134	0.0017871311749513663	4.037393787636713e-06	4.037393787636713e-06
77	78	59	10	3.0242497796314316	0.0017738185451154013	4.007318586806369e-06	4.007318586806369e-06
78	79	59	10	3.0242497796314316	0.0017738185451154013	4.007318586806369e-06	4.007318586806369e-06
79	80	59	9	2.946451636143585	0.001770460703440326	3.999732725561916e-06	3.999732725561916e-06
80	81	59	11	3.1581503648838067	0.001769111142472903	3.996683867625643e-06	3.996683867625643e-06
81	82	59	11	3.163786010893862	0.0017273663136538459	3.9023761218360226e-06	3.9023761218360226e-06
82	83	59	10	2.96066757752104	0.0016879611198818885	3.8133539578419045e-06	3.8133539578419045e-06
83	84	59	10	3.0093246182545457	0.0016681978626739914	3.7687058352009904e-06	3.7687058352009904e-06
84	85	59	11	3.1858702296871915	0.0016563875124257	3.742024506269686e-06	3.742024506269686e-06
85	86	59	10	3.055746229630138	0.0016544266817636356	3.7375946996362466e-06	3.7375946996362466e-06
86	87	59	12	3.1706736711746526	0.0016468592062856087	3.7204986526804817e-06	3.7204986526804817e-06
87	88	59	11	3.0808365521014096	0.0016251515677632514	3.6714578849165744e-06	3.6714578849165744e-06
88	89	59	11	3.0808365521014096	0.0016251515677632514	3.6714578849165744e-06	3.6714578849165744e-06
89	90	59	10	3.0834660944335237	0.0015461360544714931	3.492950147509021e-06	3.492950147509021e-06
90	91	59	10	3.0267715526039227	0.0015448420750943303	3.4900268566102267e-06	3.4900268566102267e-06
91	92	59	11	3.068269535920985	0.0015373287033899885	3.473053038085607e-06	3.473053038085607e-06
92	93	59	12	3.2487432117981516	0.0015293444123933681	3.4550153431921048e-06	3.4550153431921048e-06
93	94	59	12	3.124961279798491	0.0015291608255008748	3.4546005932343887e-06	3.4546005932343887e-06
94	95	59	10	2.978432416847742	0.0015169979741065842	3.427122912050413e-06	3.427122912050413e-06
95	96	59	10	2.978432416847742	0.0015169979741065842	3.427122912050413e-06	3.427122912050413e-06
96	97	59	12	3.1854324068234128	0.0014851694961832565	3.3552176703766603e-06	3.3552176703766603e-06
97	98	59	12	3.1854324068234128	0.0014851694961832565	3.3552176703766603e-06	3.3552176703766603e-06
98	99	59	11	3.1176357966539214	0.0014767614132327913	3.3362225667458e-06	3.3362225667458e-06
99	100	59	12	3.1526811446018765	0.0014319822713122219	3.235059858635843e-06	3.235059858635843e-06
100	101	59	11	3.146339076544484	0.0014275970970137838	3.2251531009683765e-06	3.2251531009683765e-06
101	102	59	11	3.055472034542392	0.0014154663128955957	3.197747864506499e-06	3.197747864506499e-06
102	103	59	11	3.083028271569745	0.0013863611388925576	3.1319949693889098e-06	3.1319949693889098e-06
103	104	59	11	3.083028271569745	0.0013863611388925576	3.1319949693889098e-06	3.1319949693889098e-06
104	105	59	9	2.9464516361435855	0.0013820432237404302	3.1222401600861085e-06	3.1222401600861085e-06
105	106	59	10	3.0152316614002537	0.0013784682740786913	3.114163819771687e-06	3.114163819771687e-06
106	107	59	13	3.3598503582577663	0.0013545097550117474	3.0600379797675323e-06	3.0600379797675323e-06
107	108	59	12	3.232125415334658	0.0013480146808071952	3.045364645984738e-06	3.045364645984738e-06
108	109	59	12	3.2124430516273677	0.0013365742534918873	3.0195190277010156e-06	3.0195190277010156e-06
109	110	59	12	3.2124430516273677	0.0013365742534918873	3.0195190277010156e-06	3.0195190277010156e-06
110	111	59	14	3.366738018538558	0.0013295222062971869	3.0035874095114447e-06	3.0035874095114447e-06
111	112	59	10	2.9530678992887234	0.0013212672415743212	2.9849382226154884e-06	2.9849382226154884e-06
112	113	59	12	3.2162661446643614	0.0012880711783415251	2.9099434033495026e-06	2.9099434033495026e-06
113	114	59	12	3.2574462230040977	0.0012644486002404561	2.8565765037005084e-06	2.8565765037005084e-06
114	115	59	11	3.1297212800809904	0.0012583312362194883	2.842756473116777e-06	2.842756473116777e-06
115	116	59	11	3.110038916373699	0.0012476519407700272	2.818630364351893e-06	2.818630364351893e-06
116	117	59	11	3.110038916373699	0.0012476519407700272	2.818630364351893e-06	2.818630364351893e-06
117	118	59	11	3.1138620094106937	0.0012024017782650519	2.7164035510391484e-06	2.7164035510391484e-06
118	119	59	11	3.1176357966539214	0.0011529093980919818	2.6045929402419052e-06	2.6045929402419052e-06
119	120	59	12	3.1532267368252755	0.001149388712353608	2.596639190160455e-06	2.596639190160455e-06
120	121	59	12	3.1532267368252755	0.001149388712353608	2.596639190160455e-06	2.596639190160455e-06
121	122	59	13	3.2871273220776507	0.0011462774915471836	2.5896104819537586e-06	2.5896104819537586e-06
122	123	59	14	3.4217399252815497	0.001145403488552196	2.587635979851284e-06	2.587635979851284e-06
123	124	59	10	3.0152316614002537	0.0010761548373787102	2.43119302928966e-06	2.43119302928966e-06
124	125	59	13	3.3148471868810354	0.0010732386210514173	2.4246048650584938e-06	2.4246048650584938e-06
125	126	59	14	3.4494597900849353	0.0010725255479527552	2.4229939274065623e-06	2.4229939274065623e-06
126	127	59	12	3.184723186823982	0.0010720221034792863	2.4218565718402264e-06	2.4218565718402264e-06
127	128	59	13	3.35225068002545	0.0010602550891783038	2.3952731452268376e-06	2.3952731452268376e-06
128	129	59	11	3.1716570862618307	0.0010579429901224767	2.3900497713104543e-06	2.3900497713104543e-06
129	130	59	11	3.1716570862618307	0.0010579429901224767	2.3900497713104543e-06	2.3900497713104543e-06
130	131	59	12	3.305557671514205	0.001055067556085542	2.3835537403082555e-06	2.3835537403082555e-06
131	132	59	13	3.2463413567121133	0.0010481350671305938	2.3678922218747642e-06	2.3678922218747642e-06
132	133	59	12	3.2124430516273677	0.0010018510102370007	2.263329688140271e-06	2.263329688140271e-06
133	134	59	12	3.1027571431187084	0.0009967190630200374	2.2517358599408322e-06	2.2517358599408322e-06
134	135	59	12	3.208228643568267	0.000992254597148709	2.2416499708764733e-06	2.2416499708764733e-06
135	136	59	12	3.208228643568267	0.000992254597148709	2.2416499708764733e-06	2.2416499708764733e-06
136	137	59	12	3.249846544771782	0.000989758883942256	2.236011785422218e-06	2.236011785422218e-06
137	138	59	12	3.3332775363175906	0.0009877608006697777	2.231497819629134e-06	2.231497819629134e-06
138	139	59	11	3.2031535362605372	0.0009867309685941347	2.229171276573545e-06	2.229171276573545e-06
139	140	59	11	3.1301591029447686	0.0009652786159670584	2.1807072374248197e-06	2.1807072374248197e-06
140	141	59	14	3.3539433151120583	0.0009545471307114312	2.1564632241646497e-06	2.1564632241646497e-06
141	142	59	11	3.138739398312168	0.0009539767860019376	2.1551747310650967e-06	2.1551747310650967e-06
142	143	59	11	3.0993718729454924	0.0009506097721065166	2.1475681484175585e-06	2.1475681484175585e-06
143	144	59	13	3.2641061960388154	0.0009419759464237166	2.128063058548471e-06	2.128063058548471e-06
144	145	59	13	3.2641061960388154	0.0009419759464237166	2.128063058548471e-06	2.128063058548471e-06
145	146	59	12	3.235948508371653	0.0009273048472092687	2.094918874362984e-06	2.094918874362984e-06
146	147	59	12	3.235948508371653	0.0009273048472092687	2.094918874362984e-06	2.094918874362984e-06
147	148	59	13	3.369849093624028	0.000924780825825031	2.0892167365460097e-06	2.0892167365460097e-06
148	149	59	11	3.0688588380339628	0.0009231515313786469	2.085535919285217e-06	2.085535919285217e-06
149	150	59	11	3.0688588380339628	0.0009231515313786469	2.085535919285217e-06	2.085535919285217e-06
150	151	59	11	3.230873401063923	0.0009220685360874195	2.0830892726584183e-06	2.0830892726584183e-06
151	152	59	12	3.204843373395051	0.0009034038887506763	2.0409230722910347e-06	2.0409230722910347e-06
152	153	59	12	3.204843373395051	0.0009034038887506763	2.0409230722910347e-06	2.0409230722910347e-06
153	154	59	10	3.027754967691101	0.0009010297369866517	2.035559512124143e-06	2.035559512124143e-06
154	155	59	11	3.0754285933374286	0.0008957982403708294	2.0237407871011527e-06	2.0237407871011527e-06
155	156	59	10	3.0363352630585	0.0008904801560547898	2.011726447649942e-06	2.011726447649942e-06
156	157	59	10	2.9969677376918247	0.0008873468340163983	2.004647809489645e-06	2.004647809489645e-06
157	158	59	12	3.2377610613447136	0.0008791024051481969	1.9860224246484932e-06	1.9860224246484932e-06
158	159	59	11	3.1479239422714715	0.0008675115129268484	1.9598368838759125e-06	1.9598368838759125e-06
159	160	59	11	3.1479239422714715	0.0008675115129268484	1.9598368838759125e-06	1.9598368838759125e-06
160	161	59	12	3.2674449583703593	0.0008648860857291244	1.9539056553200276e-06	1.9539056553200276e-06
161	162	59	10	2.966454702780295	0.000861715935100281	1.946743815923928e-06	1.946743815923928e-06
162	163	59	10	2.966454702780295	0.000861715935100281	1.946743815923928e-06	1.946743815923928e-06
163	164	59	11	3.1024392381413834	0.0008433004093519396	1.9051404180902792e-06	1.9051404180902792e-06
164	165	59	11	3.1024392381413834	0.0008433004093519396	1.9051404180902792e-06	1.9051404180902792e-06
165	166	59	12	3.2104790194051063	0.000841942072128457	1.9020717332928394e-06	1.9020717332928394e-06
166	167	59	11	3.082754076481999	0.0008378988526939892	1.89293750226628e-06	1.89293750226628e-06
167	168	59	12	3.259136060138612	0.0008320843108745788	1.8798015918481315e-06	1.8798015918481315e-06
168	169	59	11	3.0630717127747076	0.0008307877128389802	1.8768723850124159e-06	1.8768723850124159e-06
169	170	59	11	3.0630717127747076	0.0008307877128389802	1.8768723850124159e-06	1.8768723850124159e-06
170	171	59	11	3.1024392381413834	0.000829140128711753	1.8731502486560531e-06	1.8731502486560531e-06
171	172	59	11	3.1024392381413834	0.000829140128711753	1.8731502486560531e-06	1.8731502486560531e-06
172	173	59	11	3.1716570862618303	0.0008259286002054229	1.8658949305115258e-06	1.8658949305115258e-06
173	174	59	11	3.1716570862618303	0.0008259286002054229	1.8658949305115258e-06	1.8658949305115258e-06
174	175	59	10	3.0938589427739838	0.0008245802477989214	1.8628488028932201e-06	1.8628488028932201e-06
175	176	59	12	3.3055576715142054	0.0008236981512204255	1.8608560161878952e-06	1.8608560161878952e-06
176	177	59	11	3.135356926091046	0.0008206254947399755	1.8539144305004046e-06	1.8539144305004046e-06
177	178	59	13	3.238741678479797	0.0008204374571387394	1.8534896257330137e-06	1.8534896257330137e-06
178	179	59	12	3.192048669968552	0.000816273057425194	1.8440816305235059e-06	1.8440816305235059e-06
179	180	59	10	3.045519807017803	0.000809770005670618	1.8293902742746732e-06	1.8293902742746732e-06
180	181	59	10	3.045519807017803	0.000809770005670618	1.8293902742746732e-06	1.8293902742746732e-06
181	182	59	11	3.1080748841514385	0.0007859446447881003	1.7755652583141647e-06	1.7755652583141647e-06
182	183	59	10	2.9803499412283303	0.000782136809425386	1.7669627947383253e-06	1.7669627947383253e-06
183	184	59	11	3.1567319248849444	0.0007767425215974879	1.754776300277071e-06	1.754776300277071e-06
184	185	59	10	2.96066757752104	0.0007754989148636591	1.7519668086338174e-06	1.7519668086338174e-06
185	186	59	10	2.96066757752104	0.0007754989148636591	1.7519668086338174e-06	1.7519668086338174e-06
186	187	59	12	3.33327753631759	0.0007711515362038329	1.742145436907053e-06	1.742145436907053e-06
187	188	59	11	3.2031535362605377	0.000770334766066599	1.7403002322996825e-06	1.7403002322996825e-06
188	189	59	12	3.2197685347719376	0.0007643987984675435	1.7268900030764744e-06	1.7268900030764744e-06
189	190	59	11	3.122559424712453	0.0007555808005570153	1.7069688408907555e-06	1.7069688408907555e-06
190	191	59	11	3.130159102944769	0.0007535941677196386	1.7024807433250255e-06	1.7024807433250255e-06
191	192	59	11	3.1387393983121683	0.0007447708155750959	1.6825474851323374e-06	1.6825474851323374e-06
192	193	59	10	2.9886588394600775	0.0007377740698849465	1.6667408012251798e-06	1.6667408012251798e-06
193	194	59	11	3.158150364883806	0.0007227746566409706	1.63285490706239e-06	1.63285490706239e-06
194	195	59	11	3.2308734010639224	0.0007198536610380814	1.6262559457404044e-06	1.6262559457404044e-06
195	196	59	13	3.396150518428551	0.0007120542816993932	1.6086359936457861e-06	1.6086359936457861e-06
196	197	59	13	3.2723685864288905	0.0007119678856450342	1.6084408121739195e-06	1.6084408121739195e-06
197	198	59	13	3.3148471868810354	0.0007083852054461568	1.6003470074321216e-06	1.6003470074321216e-06
198	199	59	10	3.0201552894587844	0.0007052893938979428	1.5933531110200166e-06	1.5933531110200166e-06
199	200	59	10	3.0277549676911004	0.0007034238860000773	1.589138652616965e-06	1.589138652616965e-06
200	201	59	10	3.0363352630584997	0.0006951879455975101	1.5705324444758216e-06	1.5705324444758216e-06
201	202	59	13	3.3328397134538124	0.0006914866855606683	1.5621707503323686e-06	1.5621707503323686e-06
202	203	59	13	3.3328397134538124	0.0006914866855606683	1.5621707503323686e-06	1.5621707503323686e-06
203	204	59	12	3.26504310328432	0.0006875793343208565	1.5533434656635978e-06	1.5533434656635978e-06
204	205	59	12	3.237761061344714	0.0006863200399457255	1.5504985333171525e-06	1.5504985333171525e-06
205	206	59	11	3.147923942271471	0.0006772672736734727	1.5300469946607833e-06	1.5300469946607833e-06
206	207	59	11	3.147923942271471	0.0006772672736734727	1.5300469946607833e-06	1.5300469946607833e-06
207	208	59	13	3.3000884512322752	0.0006666681171446978	1.5061019315768553e-06	1.5061019315768553e-06
208	209	59	12	3.2937463831748826	0.0006647098970374061	1.5016780225729626e-06	1.5016780225729626e-06
209	210	59	12	3.2124430516273677	0.0006612665559669315	1.4938990055419229e-06	1.4938990055419229e-06
210	211	59	12	3.2028793411727907	0.0006590379755218383	1.4888643125264464e-06	1.4888643125264464e-06
211	212	59	12	3.0969700178594533	0.0006515010407495669	1.4718372615444613e-06	1.4718372615444613e-06
212	213	59	12	3.2304355782001437	0.0006455098373466617	1.4583022464664462e-06	1.4583022464664462e-06
213	214	59	12	3.2304355782001437	0.0006455098373466617	1.4583022464664462e-06	1.4583022464664462e-06
214	215	59	12	3.145627058592959	0.0006438730317344969	1.4546044603706365e-06	1.4546044603706365e-06
215	216	59	10	3.093858942773984	0.0006436802819772442	1.4541690101454891e-06	1.4541690101454891e-06
216	217	59	11	3.1626389680306524	0.0006418415624452338	1.450015070625103e-06	1.450015070625103e-06
217	218	59	11	3.1353569260910454	0.0006406566044444925	1.4473380751488566e-06	1.4473380751488566e-06
218	219	59	12	3.1920486699685524	0.0006372673288901526	1.4396812001194938e-06	1.4396812001194938e-06
219	220	59	10	3.0455198070178033	0.0006321784296044484	1.4281846235670927e-06	1.4281846235670927e-06
220	221	59	10	3.0455198070178033	0.0006321784296044484	1.4281846235670927e-06	1.4281846235670927e-06
221	222	59	13	3.379532721965057	0.000627628163730797	1.4179048996006214e-06	1.4179048996006214e-06
222	223	59	13	3.3598503582577663	0.0006223015641837482	1.4058713229824594e-06	1.4058713229824594e-06
223	224	59	13	3.3598503582577663	0.0006223015641837482	1.4058713229824594e-06	1.4058713229824594e-06
224	225	59	11	3.058857304715608	0.0006167533758457082	1.393337144494274e-06	1.393337144494274e-06
225	226	59	11	3.058857304715608	0.0006167533758457082	1.393337144494274e-06	1.393337144494274e-06
226	227	59	11	3.100475205919123	0.0006152054692598284	1.3898401944543065e-06	1.3898401944543065e-06
227	228	59	13	3.2871273220776507	0.0005996030479779468	1.3545920158994927e-06	1.3545920158994927e-06
228	229	59	12	3.219768534771937	0.0005967690198674155	1.3481895270123755e-06	1.3481895270123755e-06
229	230	59	13	3.2045719762593983	0.0005933329037059515	1.3404268321199482e-06	1.3404268321199482e-06
230	231	59	11	3.1225594247124526	0.0005898828329168477	1.3326326116586473e-06	1.3326326116586473e-06
231	232	59	12	3.277128586711389	0.0005858972592589494	1.3236286109719014e-06	1.3236286109719014e-06
232	233	59	12	3.1147348571861553	0.0005855145283290528	1.3227639651639387e-06	1.3227639651639387e-06
233	234	59	12	3.1147348571861553	0.0005855145283290528	1.3227639651639387e-06	1.3227639651639387e-06
234	235	59	12	3.2574462230040977	0.0005809248245338494	1.3123951450965753e-06	1.3123951450965753e-06
235	236	59	12	3.2574462230040977	0.0005809248245338494	1.3123951450965753e-06	1.3123951450965753e-06
236	237	59	11	3.0865771695189927	0.0005763831661915088	1.3021348668170955e-06	1.3021348668170955e-06
237	238	59	11	3.0865771695189927	0.0005763831661915088	1.3021348668170955e-06	1.3021348668170955e-06
238	239	59	12	3.220477754771368	0.0005748277526678913	1.2986209574938863e-06	1.2986209574938863e-06
239	240	59	11	3.055472034542392	0.0005615377137066562	1.2685967927926016e-06	1.2685967927926016e-06
240	241	59	11	3.055472034542392	0.0005615377137066562	1.2685967927926016e-06	1.2685967927926016e-06
241	242	59	12	3.184723186823982	0.0005608567321133177	1.2670583546001646e-06	1.2670583546001646e-06
242	243	59	13	3.2193307119081593	0.0005584410259812895	1.2616009169666502e-06	1.2616009169666502e-06
243	244	59	13	3.282641516882898	0.0005509957086600291	1.2447808433642415e-06	1.2447808433642415e-06
244	245	59	10	3.020155289458785	0.0005506115790023917	1.2439130376233259e-06	1.2439130376233259e-06
245	246	59	11	3.1180736195177	0.0005375864801053169	1.214487411733366e-06	1.214487411733366e-06
246	247	59	12	3.26504310328432	0.0005367968554362511	1.2127035327556306e-06	1.2127035327556306e-06
247	248	59	13	3.3006340434556742	0.0005351719351697016	1.2090325974143846e-06	1.2090325974143846e-06
248	249	59	13	3.3006340434556742	0.0005351719351697016	1.2090325974143846e-06	1.2090325974143846e-06
249	250	59	13	3.2193307119081593	0.0005350802686421086	1.2088255091635469e-06	1.2088255091635469e-06
250	251	59	13	3.2193307119081593	0.0005350802686421086	1.2088255091635469e-06	1.2088255091635469e-06
251	252	59	14	3.4345346287080494	0.0005336980943924531	1.2057029729965291e-06	1.2057029729965291e-06
252	253	59	12	3.151534101738667	0.0005320526276487508	1.2019856201228838e-06	1.2019856201228838e-06
253	254	59	10	2.9530678992887234	0.0005241674628846288	1.1841718660575034e-06	1.1841718660575034e-06
254	255	59	10	2.9530678992887234	0.0005241674628846288	1.1841718660575034e-06	1.1841718660575034e-06
255	256	59	12	3.1169265766544907	0.0005212882910331451	1.1776673907791092e-06	1.1776673907791092e-06
256	257	59	10	2.9530678992887234	0.0005152978153469705	1.1641340197208774e-06	1.1641340197208774e-06
257	258	59	10	2.9530678992887234	0.0005152978153469705	1.1641340197208774e-06	1.1641340197208774e-06
258	259	59	12	3.0893703396271377	0.0005099684897091783	1.1520942844603135e-06	1.1520942844603135e-06
259	260	59	11	3.1664592631155535	0.000507438775534139	1.1463792857864875e-06	1.1463792857864875e-06
260	261	59	11	3.1626389680306524	0.0005010811623816161	1.1320164968620024e-06	1.1320164968620024e-06
261	262	59	14	3.462254493511434	0.0004996511905234974	1.1287859788242758e-06	1.1287859788242758e-06
262	263	59	13	3.3321304934543816	0.0004991473735538417	1.1276477817339312e-06	1.1276477817339312e-06
263	264	59	11	3.1176357966539214	0.0004927814719148046	1.113266267891863e-06	1.113266267891863e-06
264	265	59	11	3.1176357966539214	0.0004927814719148046	1.113266267891863e-06	1.113266267891863e-06
265	266	59	13	3.259136060138613	0.000488285952706754	1.1031102247445103e-06	1.1031102247445103e-06
266	267	59	14	3.393748663342512	0.00048800385477918654	1.1024729237806922e-06	1.1024729237806922e-06
267	268	59	13	3.266023720419404	0.0004856658175336097	1.097190951655276e-06	1.097190951655276e-06
268	269	59	13	3.2463413567121133	0.00048154403417017036	1.087879233087115e-06	1.087879233087115e-06
269	270	59	13	3.2463413567121133	0.00048154403417017036	1.087879233087115e-06	1.087879233087115e-06
270	271	59	10	3.0640551278618857	0.00047366368517165773	1.0700763585488932e-06	1.0700763585488932e-06
271	272	59	13	3.3598503582577663	0.00046643664735452744	1.0537494106477736e-06	1.0537494106477736e-06
272	273	59	13	3.250164449749107	0.00046406826832535867	1.0483988919431825e-06	1.0483988919431825e-06
273	274	59	13	3.355635950198666	0.0004620066814776718	1.04374146217631e-06	1.04374146217631e-06
274	275	59	13	3.355635950198666	0.0004620066814776718	1.04374146217631e-06	1.04374146217631e-06
275	276	59	10	3.0152316614002537	0.00045998197068362727	1.0391673408716111e-06	1.0391673408716111e-06
276	277	59	10	3.0152316614002537	0.00045998197068362727	1.0391673408716111e-06	1.0391673408716111e-06
277	278	59	9	2.8392875006074174	0.00045851521747239144	1.0358537283142113e-06	1.0358537283142113e-06
278	279	59	12	3.1567319248849444	0.0004558005534415023	1.0297209005467526e-06	1.0297209005467526e-06
279	280	59	12	3.2775664095751673	0.0004494332139596361	1.0153361384049585e-06	1.0153361384049585e-06
