speciation_initiation_from_orthospecies_rate,speciation_initiation_from_incipient_species_rate,speciation_completion_rate,orthospecies_extinction_rate,incipient_species_extinction_rate,max_time,max_extant_orthospecies,num_extant_lineages,num_extant_orthospecies,source_tree_type,population_size,num_individuals_per_population,num_loci_per_individual,mutation_rate_per_site,num_input_lineages,theta,theta_prior_a,theta_prior_b,root_age,tau_prior_a,tau_prior_b,source_tree_path,results_filepath,mcmc_filepath
,,,,,,,,,,1.0,2,1,0.01,110,0.04,3.0,0.08,4.676692949349413,3.0,0.00023383464746747068,../01-delineate/delineate_spr0.010_.0001.demo.lineages.nex,bpprun_00001.results.out.txt,bpprun_00001.results.mcmc.txt
